,0
0,4.874755382537842
1,4.003283977508545
2,3.774106502532959
3,3.2545268535614014
4,2.8294944763183594
5,2.5411908626556396
6,2.543476104736328
7,2.376298427581787
8,2.229177951812744
9,1.9812507629394531
10,1.876989722251892
11,1.7991244792938232
12,1.7188622951507568
13,1.595575213432312
14,1.4922120571136475
15,1.4147409200668335
16,1.3545784950256348
17,1.3037395477294922
18,1.3126111030578613
19,1.1404469013214111
20,1.2271578311920166
21,1.0839697122573853
22,1.0752471685409546
23,1.1726683378219604
24,1.0947763919830322
25,1.021745204925537
26,1.009366512298584
27,0.941805362701416
28,0.9479243159294128
29,0.984817385673523
30,0.9463810324668884
31,0.8892185091972351
32,0.8126826286315918
33,0.8468879461288452
34,0.878188967704773
35,0.8245381712913513
36,0.7779784202575684
37,0.76994389295578
38,0.8088080286979675
39,0.7718666791915894
40,0.689009428024292
41,0.7348930239677429
42,0.7157784700393677
43,0.7237627506256104
44,0.7219414710998535
45,0.7404042482376099
46,0.6706589460372925
47,0.6917847394943237
48,0.6754568815231323
49,0.63465416431427
50,0.6493374109268188
51,0.6163784265518188
52,0.659590482711792
53,0.6276336908340454
54,0.5954644680023193
55,0.6184521317481995
56,0.5789152383804321
57,0.56227707862854
58,0.58545982837677
59,0.5794619917869568
60,0.5709438323974609
61,0.5867990255355835
62,0.5659038424491882
63,0.5633244514465332
64,0.5360666513442993
65,0.5613483786582947
66,0.5221619606018066
67,0.5303754210472107
68,0.5150091648101807
69,0.5185376405715942
70,0.504851222038269
71,0.47125333547592163
72,0.541869580745697
73,0.5053083896636963
74,0.49853676557540894
75,0.5273553729057312
76,0.5520521402359009
77,0.5095121264457703
78,0.5100687742233276
79,0.4922384023666382
80,0.46825504302978516
81,0.5464670658111572
82,0.5066426992416382
83,0.439329594373703
84,0.43039974570274353
85,0.45270776748657227
86,0.47569915652275085
87,0.4634113013744354
88,0.46297043561935425
89,0.44337260723114014
90,0.453117698431015
91,0.4431934356689453
92,0.4587562084197998
93,0.4367033839225769
94,0.5173070430755615
95,0.4333146810531616
96,0.41232848167419434
97,0.411346435546875
98,0.43897008895874023
99,0.4614984393119812
100,0.44108229875564575
101,0.42525792121887207
102,0.406867116689682
103,0.4622705578804016
104,0.42977771162986755
105,0.4275915026664734
106,0.4796714186668396
107,0.413951575756073
108,0.4228905141353607
109,0.43327516317367554
110,0.3777007460594177
111,0.4271390438079834
112,0.3971790671348572
113,0.4355996549129486
114,0.4360395073890686
115,0.4109956622123718
116,0.44689416885375977
117,0.4212881028652191
118,0.42006129026412964
119,0.4237837791442871
120,0.37781643867492676
121,0.3801685571670532
122,0.3748634457588196
123,0.40827178955078125
124,0.42110905051231384
125,0.36230263113975525
126,0.3801541030406952
127,0.37457704544067383
128,0.42598193883895874
129,0.36895036697387695
130,0.4132032096385956
131,0.3780366778373718
132,0.3870580196380615
133,0.3777669370174408
134,0.37719544768333435
135,0.37008756399154663
136,0.35179638862609863
137,0.36574727296829224
138,0.42054080963134766
139,0.37641867995262146
140,0.3951633870601654
141,0.38466405868530273
142,0.3647368848323822
143,0.3414638042449951
144,0.4039868116378784
145,0.3889250159263611
146,0.35814914107322693
147,0.36776459217071533
148,0.3574720323085785
149,0.3757644593715668
150,0.3711951673030853
151,0.33832430839538574
152,0.3512694537639618
153,0.35313504934310913
154,0.37400323152542114
155,0.36709198355674744
156,0.39575955271720886
157,0.3547477126121521
158,0.3942146897315979
159,0.36607593297958374
160,0.34590840339660645
161,0.3763481378555298
162,0.3647603988647461
163,0.32850611209869385
164,0.3702479600906372
165,0.3388451039791107
166,0.33069127798080444
167,0.33433276414871216
168,0.354789674282074
169,0.3330150842666626
170,0.3281182050704956
171,0.32563522458076477
172,0.34268951416015625
173,0.33992213010787964
174,0.30612683296203613
175,0.3866742253303528
176,0.34423500299453735
177,0.35799598693847656
178,0.3630291819572449
179,0.3195990324020386
180,0.3278798460960388
181,0.3289598226547241
182,0.3436713218688965
183,0.3381231427192688
184,0.30601125955581665
185,0.34073376655578613
186,0.3610698878765106
187,0.3917924761772156
188,0.3330456614494324
189,0.35694873332977295
190,0.3571031987667084
191,0.2964652478694916
192,0.36445674300193787
193,0.35205429792404175
194,0.3302888870239258
195,0.3095690608024597
196,0.30438393354415894
197,0.31939709186553955
198,0.3172640800476074
199,0.31597742438316345
200,0.3194192349910736
201,0.35622209310531616
202,0.32414132356643677
203,0.3300996422767639
204,0.29029422998428345
205,0.3312062621116638
206,0.32133886218070984
207,0.32260969281196594
208,0.3179498314857483
209,0.3592997193336487
210,0.33079254627227783
211,0.32508569955825806
212,0.3006582260131836
213,0.3170030117034912
214,0.28032809495925903
215,0.31872284412384033
216,0.3062732219696045
217,0.295320987701416
218,0.32811254262924194
219,0.3185522258281708
220,0.31350278854370117
221,0.29267120361328125
222,0.33273929357528687
223,0.29581114649772644
224,0.30158334970474243
225,0.2962886393070221
226,0.30532917380332947
227,0.30108746886253357
228,0.3075522184371948
229,0.3121161460876465
230,0.2999567985534668
231,0.32199978828430176
232,0.31771141290664673
233,0.2941369414329529
234,0.305746853351593
235,0.30989235639572144
236,0.30998775362968445
237,0.2866702973842621
238,0.31069454550743103
239,0.3348482549190521
240,0.3107742369174957
241,0.3357803523540497
242,0.33641237020492554
243,0.2682090699672699
244,0.29624733328819275
245,0.28047555685043335
246,0.28173357248306274
247,0.2918904423713684
248,0.2833651900291443
249,0.29411160945892334
250,0.29189783334732056
251,0.31329211592674255
252,0.2980899214744568
253,0.31147632002830505
254,0.2884907126426697
255,0.29655706882476807
256,0.32178646326065063
257,0.34221765398979187
258,0.3139605224132538
259,0.2683287560939789
260,0.2722543179988861
261,0.271203875541687
262,0.3367239832878113
263,0.27191197872161865
264,0.2837873101234436
265,0.2951257824897766
266,0.2787037491798401
267,0.281124472618103
268,0.27780866622924805
269,0.31061339378356934
270,0.3159024119377136
271,0.27076828479766846
272,0.28836411237716675
273,0.28116798400878906
274,0.2984400689601898
275,0.27836018800735474
276,0.26427894830703735
277,0.27228885889053345
278,0.24789653718471527
279,0.302348256111145
280,0.3003048300743103
281,0.28887495398521423
282,0.3065372109413147
283,0.2557496428489685
284,0.2961571216583252
285,0.27991557121276855
286,0.26484984159469604
287,0.28107625246047974
288,0.2712968587875366
289,0.2943037152290344
290,0.2734207510948181
291,0.2657542824745178
292,0.2925557494163513
293,0.2884884774684906
294,0.28590261936187744
295,0.30504971742630005
296,0.2933313846588135
297,0.2622707486152649
298,0.2995750308036804
299,0.28268396854400635
300,0.26482006907463074
301,0.27052566409111023
302,0.29024890065193176
303,0.29775863885879517
304,0.2721047103404999
305,0.2956758141517639
306,0.26317673921585083
307,0.2790149450302124
308,0.275724321603775
309,0.2793315649032593
310,0.2859455347061157
311,0.25574660301208496
312,0.24882535636425018
313,0.3186838626861572
314,0.24779567122459412
315,0.244771808385849
316,0.28299883008003235
317,0.275631308555603
318,0.2661219835281372
319,0.27377697825431824
320,0.25915607810020447
321,0.29393139481544495
322,0.2926884591579437
323,0.27765244245529175
324,0.2904464602470398
325,0.28063225746154785
326,0.25246214866638184
327,0.30211666226387024
328,0.2544599771499634
329,0.2835642099380493
330,0.2544102668762207
331,0.28757229447364807
332,0.2625163495540619
333,0.25264066457748413
334,0.26162299513816833
335,0.2548462748527527
336,0.2532103657722473
337,0.3240872025489807
338,0.3037847876548767
339,0.27980881929397583
340,0.2778347134590149
341,0.235589861869812
342,0.2627953290939331
343,0.2502918243408203
344,0.3079318702220917
345,0.2338244616985321
346,0.2557476758956909
347,0.24757573008537292
348,0.273578017950058
349,0.23047181963920593
350,0.2404622733592987
351,0.26462674140930176
352,0.2684752345085144
353,0.24611181020736694
354,0.298212468624115
355,0.250774085521698
356,0.2729896008968353
357,0.24344560503959656
358,0.23956231772899628
359,0.2564862370491028
360,0.2467835545539856
361,0.24427363276481628
362,0.28221508860588074
363,0.3014196455478668
364,0.24726925790309906
365,0.25236088037490845
366,0.2434035986661911
367,0.25606098771095276
368,0.2700442671775818
369,0.24937257170677185
370,0.24680529534816742
371,0.2685678005218506
372,0.2786499857902527
373,0.26552385091781616
374,0.2954545021057129
375,0.23528575897216797
376,0.2532592713832855
377,0.26416710019111633
378,0.22620746493339539
379,0.24663379788398743
380,0.2759605348110199
381,0.23000288009643555
382,0.22989583015441895
383,0.23134610056877136
384,0.22014549374580383
385,0.23089174926280975
386,0.21414482593536377
387,0.23936748504638672
388,0.26922398805618286
389,0.2694510221481323
390,0.2458268254995346
391,0.2689148187637329
392,0.2379922717809677
393,0.2729469835758209
394,0.24528424441814423
395,0.2160697877407074
396,0.26414430141448975
397,0.26165616512298584
398,0.2804234027862549
399,0.2524949312210083
400,0.2241019904613495
401,0.2510005831718445
402,0.25023072957992554
403,0.2529684901237488
404,0.2470725029706955
405,0.2486361712217331
406,0.2371668517589569
407,0.2355010211467743
408,0.2500608563423157
409,0.2797248363494873
410,0.23230189085006714
411,0.25461524724960327
412,0.2594301402568817
413,0.2163684219121933
414,0.22697238624095917
415,0.24923323094844818
416,0.22996792197227478
417,0.2339991331100464
418,0.21729104220867157
419,0.24515506625175476
420,0.2287156581878662
421,0.2201758623123169
422,0.23199284076690674
423,0.24298155307769775
424,0.22237160801887512
425,0.2567005157470703
426,0.21926820278167725
427,0.25302860140800476
428,0.20741069316864014
429,0.2207115739583969
430,0.23902520537376404
431,0.24853919446468353
432,0.23716841638088226
433,0.26726865768432617
434,0.23174571990966797
435,0.21175846457481384
436,0.24346046149730682
437,0.21591506898403168
438,0.2576903998851776
