step,loss,avg_reward,median_reward,max_reward
1,1.0906709432601929,,,
2,1.1682411432266235,,,
3,1.2545206546783447,,,
4,1.0701956748962402,,,
5,1.1539969444274902,,,
6,1.113384485244751,,,
7,1.0901459455490112,,,
8,1.0742278099060059,,,
9,1.0802562236785889,,,
10,1.0147724151611328,,,
11,1.0952532291412354,,,
12,0.9682048559188843,,,
13,1.0046441555023193,,,
14,1.0193477869033813,,,
15,0.9555214643478394,,,
16,0.9598289728164673,,,
17,0.972214937210083,,,
18,0.9628443717956543,,,
19,0.9378136992454529,,,
20,0.8876063227653503,,,
21,0.870413601398468,,,
22,0.9359747171401978,,,
23,0.9002768993377686,,,
24,0.8155808448791504,,,
25,0.8585530519485474,,,
26,0.8428188562393188,,,
27,0.8364048004150391,,,
28,0.8119591474533081,,,
29,0.7971760034561157,,,
30,0.7945778369903564,,,
31,0.8772311806678772,,,
32,0.7901124358177185,,,
33,0.8230545520782471,,,
34,0.8168011903762817,,,
35,0.7637014389038086,,,
36,0.770321249961853,,,
37,0.7786678075790405,,,
38,0.707740306854248,,,
39,0.690933108329773,,,
40,0.7800968885421753,,,
41,0.7260265946388245,,,
42,0.6905064582824707,,,
43,0.6826738715171814,,,
44,0.7639192342758179,,,
45,0.6787742376327515,,,
46,0.7007051110267639,,,
47,0.6906265616416931,,,
48,0.7210839986801147,,,
49,0.6944860219955444,,,
50,0.6635991930961609,,,
51,0.6282457709312439,,,
52,0.6795012354850769,,,
53,0.6420423984527588,,,
54,0.6893047094345093,,,
55,0.6256916522979736,,,
56,0.6496530175209045,,,
57,0.6585508584976196,,,
58,0.6181734800338745,,,
59,0.5969250202178955,,,
60,0.5736873149871826,,,
61,0.5163772702217102,,,
62,0.6340229511260986,,,
63,0.5974858403205872,,,
64,0.6124659776687622,,,
65,0.5827800631523132,,,
66,0.6028958559036255,,,
67,0.5253159999847412,,,
68,0.6030825972557068,,,
69,0.5302674770355225,,,
70,0.5879600644111633,,,
71,0.5222629308700562,,,
72,0.5344661474227905,,,
73,0.536500096321106,,,
74,0.5668560266494751,,,
75,0.5462450385093689,,,
76,0.5211900472640991,,,
77,0.47307437658309937,,,
78,0.48667389154434204,,,
79,0.4914962351322174,,,
80,0.4505479037761688,,,
81,0.42533472180366516,,,
82,0.46581023931503296,,,
83,0.45315021276474,,,
84,0.4715054929256439,,,
85,0.41763949394226074,,,
86,0.42482978105545044,,,
87,0.5036166906356812,,,
88,0.4483007788658142,,,
89,0.380495548248291,,,
90,0.4703717827796936,,,
91,0.4550994634628296,,,
92,0.4503650665283203,,,
93,0.41432714462280273,,,
94,0.3886878490447998,,,
95,0.417866975069046,,,
96,0.409574031829834,,,
97,0.45606034994125366,,,
98,0.3486707806587219,,,
99,0.3461094796657562,,,
100,0.42444634437561035,,,
101,0.3763383626937866,,,
102,0.3753131031990051,,,
103,0.33606046438217163,,,
104,0.33217713236808777,,,
105,0.37348929047584534,,,
106,0.34502923488616943,,,
107,0.3391066789627075,,,
108,0.3533969521522522,,,
109,0.36349737644195557,,,
110,0.3746209740638733,,,
111,0.34169960021972656,,,
112,0.3312048614025116,,,
113,0.3822603225708008,,,
114,0.3147374391555786,,,
115,0.3112294375896454,,,
116,0.3867057263851166,,,
117,0.31103402376174927,,,
118,0.3664796054363251,,,
119,0.3330148458480835,,,
120,0.3299483060836792,,,
121,0.3176040053367615,,,
122,0.3189622163772583,,,
123,0.2892376482486725,,,
124,0.3306923508644104,,,
125,0.29405516386032104,,,
126,0.3097549080848694,,,
127,0.28411567211151123,,,
128,0.28250205516815186,,,
129,0.30945006012916565,,,
130,0.29551345109939575,,,
131,0.27184271812438965,,,
132,0.3080337643623352,,,
133,0.3015062212944031,,,
134,0.2910701632499695,,,
135,0.2649276852607727,,,
136,0.2610635757446289,,,
137,0.2596856951713562,,,
138,0.2737037241458893,,,
